OID,YEAR,WEEK,Month,Nmonth,ADDRESS,Longitude,Latitude,Ae_aegypti_femalers,Ae_aegypti_males,Cx_quinquefasciatus_females,Cx_quinquefasciatus_males
681,2011,8,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
682,2011,9,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,7,0
683,2011,10,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,1
684,2011,11,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
685,2011,12,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,17,1
686,2011,13,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,0,5,0
687,2011,14,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
688,2011,15,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,18,2
689,2011,16,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
690,2011,17,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,16,7
691,2011,18,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
692,2011,19,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,0
693,2011,20,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,3,0
694,2011,21,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,16,1
695,2011,22,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
696,2011,23,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,0,4,0
697,2011,24,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,3,8
698,2011,25,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,1,3,7
699,2011,26,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,2,24,5
700,2011,27,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
701,2011,28,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,3,3,2
702,2011,29,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,1,1
703,2011,30,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,15,2
704,2011,31,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
705,2011,32,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
706,2011,33,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,6,6,1,0
707,2011,34,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,2,1,0
708,2011,35,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
709,2011,36,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
710,2011,37,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,7,2,17,0
711,2011,38,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,15,5,19,2
712,2011,39,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
713,2011,40,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,3,1,0
714,2011,41,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
715,2011,42,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
716,2011,43,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,0
717,2011,44,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,2,4
718,2011,45,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,68,3
719,2011,46,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
720,2011,47,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,7,6
721,2011,48,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,40,47
722,2011,49,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,94,26
723,2011,50,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,25,5
724,2011,51,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,7,4
725,2011,52,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1298,2012,1,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1299,2012,2,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,1,0
1300,2012,3,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1301,2012,4,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,13,12
1302,2012,5,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,15,12
1303,2012,6,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,57,29
1304,2012,7,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,22,0
1305,2012,8,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1306,2012,9,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1307,2012,10,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1308,2012,11,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,18,13
1309,2012,12,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,4,29,6
1310,2012,13,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,15,5
1311,2012,14,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,3
1312,2012,15,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,0,20,9
1313,2012,16,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1314,2012,17,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,4
1315,2012,18,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1316,2012,19,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,1,2,1
1317,2012,20,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,1,35,2
1318,2012,21,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,11,0
1319,2012,22,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1320,2012,23,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1321,2012,24,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1322,2012,25,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,1,0
1323,2012,26,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,1,0
1324,2012,27,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1325,2012,28,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,0,0
1326,2012,29,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,2,4,0
1327,2012,30,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,1,0
1328,2012,31,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,6,10,1
1329,2012,32,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,2,14,9
1330,2012,33,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,2,6,1
1331,2012,34,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,0,23,4
1332,2012,35,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,6,0
1333,2012,36,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1334,2012,37,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,21,3
1335,2012,38,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,5,1,6,1
1336,2012,39,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,3,8,2
1337,2012,40,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,2,0
1338,2012,41,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1339,2012,42,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,9,4
1340,2012,43,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,48,2
1341,2012,44,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,7,0
1342,2012,45,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,22,0
1343,2012,46,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1344,2012,47,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1345,2012,48,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,9,5
1346,2012,49,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,45,2
1347,2012,50,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,16,0
1348,2012,51,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,3,21,10
1349,2012,52,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1922,2012,1,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,6,6,16,1
1923,2012,2,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,43,2
1924,2012,3,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,2,10,0
1925,2012,4,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,8,5
1926,2012,5,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,51,3
1927,2012,6,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,1,0
1928,2012,7,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,7,2
1929,2012,8,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1930,2012,9,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1931,2012,10,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,6,131,4
1932,2012,11,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,14,1
1933,2012,12,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,2,11,2
1934,2012,13,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,31,14
1935,2012,14,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,11,0
1936,2012,15,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1937,2012,16,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,5,6,3
1938,2012,17,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,6,0
1939,2012,18,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1940,2012,19,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,5,10,4,4
1941,2012,20,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,6,0,15,0
1942,2012,21,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,16,1
1943,2012,22,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1944,2012,23,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,0,0
1945,2012,24,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1946,2012,25,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,14,2
1947,2012,26,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1948,2012,27,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1949,2012,28,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,0,0
1950,2012,29,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1951,2012,30,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,4,2
1952,2012,31,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,7,1
1953,2012,32,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,5,2
1954,2012,33,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1955,2012,34,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,1,1
1956,2012,35,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,4
1957,2012,36,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,5,0
1958,2012,37,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1959,2012,38,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,1,1
1960,2012,39,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,0,0
1961,2012,40,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,12,0
1962,2012,41,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,2,0
1963,2012,42,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
1964,2012,43,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,5,0
1965,2012,44,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,5,1,10,0
1966,2012,45,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1967,2012,46,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1968,2012,47,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,6,2,2
1969,2012,48,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1970,2012,49,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,3
1971,2012,50,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1972,2012,51,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
1973,2012,52,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
2650,2014,1,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,1,0
2651,2014,2,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,4,0
2652,2014,3,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,17,1
2653,2014,4,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,8,5
2654,2014,5,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,2,0
2655,2014,6,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,4,1
2656,2014,7,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,2,2
2657,2014,8,February,2,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,2,0
2658,2014,9,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,3,34,1
2659,2014,10,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
2660,2014,11,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,3,0
2661,2014,12,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,11,2
2662,2014,13,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,54,2
2663,2014,14,March,3,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,5,1
2664,2014,15,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,0,4,7
2665,2014,16,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,4,35,10
2666,2014,17,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,0,4,3
2667,2014,18,April,4,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,0,0
2668,2014,19,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,3,2
2669,2014,20,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,1,8,1
2670,2014,21,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
2671,2014,22,May,5,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,6,7
2672,2014,23,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,6,1,7,0
2673,2014,24,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,10,1
2674,2014,25,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,7,11
2675,2014,26,June,6,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,0,0
2676,2014,27,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,1,1,1
2677,2014,28,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,3,2,7
2678,2014,29,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,1,1,6
2679,2014,30,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,1,0,0
2680,2014,31,July,7,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
2681,2014,32,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,4,1
2682,2014,33,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,0,2,0
2683,2014,34,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,0,1,1
2684,2014,35,August,8,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,7,4,2,6
2685,2014,36,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
2686,2014,37,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,4,2,1
2687,2014,38,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,6,2,1,0
2688,2014,39,September,9,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,5,2,2
2689,2014,40,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,1,1,1
2690,2014,41,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,10,4,13,3
2691,2014,42,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,4,0,4,1
2692,2014,43,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,2,2,3,0
2693,2014,44,October,10,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,3,0,15,0
2694,2014,45,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,1,15,0
2695,2014,46,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,0
2696,2014,47,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,2,28,1
2697,2014,48,November,11,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,40,2
2698,2014,49,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,24,7
2699,2014,50,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,30,2
2700,2014,51,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,0,0,3,4
2701,2014,52,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,ND,ND,ND,ND
3274,2014,1,December,12,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,10,3
3275,2014,2,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,29,5
3276,2014,3,January,1,"1121 MARGARET, Key West, FL, ",-81.79369981,24.55286657,1,0,51,3
